Plant,Side,mycofungus,hyphae.APE13C,mycorrhizas.APE13C,uncolonized_roots.APE13C,hyphae.pctC,mycorrhizas.pctC,uncolonized_roots.pctC,hyphae.APE15N,mycorrhizas.APE15N,uncolonized_roots.APE15N,hyphae.pctN,mycorrhizas.pctN,uncolonized_roots.pctN,enriched,received15N,N_level,Failed_split,Fungi,compartment_fungus,dead_tissue,mycorrhizas,other,roots,percent_col,Batch,Fungus_attempted,attempted,Plantside,versus,mycoC13ppmexcess,nmC13ppmexcess,mycoN15ppmexcess,nmN15ppmexcess,mycologC13,nmlogC13,mycologN15,nmlogN15,competition_treatment,forced.uncolonized.N15ppmexcess,forced.mycorrhizas.N15ppmexcess,forced.mycoC13forN15,forced.nmC13forN15,uncolN15ppmexcess
6020,b,Sp,NA,0.03720814712046905,0.010676163871104594,NA,36,42.7,NA,0.0022991239380654727,-3.1018594520865195e-4,NA,1.3,0.5,1,Y,Low,N,Sp/Sp,SUIPU,0.01921,0.00283,NA,0.03295,NA,FC11,Sp,Sp/Sp,6020 B,0,372.0814712046905,106.76163871104593,22.991239380654726,-3.1018594520865195,5.919112838909021,4.670598673903777,3.745062769461558,2.786156523378718,0,NA,NA,NA,NA,-3.1018594520865195
6021,a,Tt,0.003089840360507967,0.005014018060299774,0.0025180702741527394,24.2,38.7,45.6,-3.5762920819359945e-4,-6.932084551769524e-5,-3.35732311970649e-4,0.7,0.9,0.6,1,Y,Low,N,Tt/Tt,THETE,NA,0.01844,NA,0.040319999999999995,31.381892443839355,FC13,Tt,Tt/None,6021 A,0,50.140180602997745,25.180702741527394,-0.6932084551769524,-3.35732311970649,3.9148226946980866,3.226077936945084,2.9246236930300373,2.770279841038147,0,NA,NA,NA,NA,-3.35732311970649
6022,a,Tt,NA,0.018711999630377507,0.026317907926934447,NA,26.5,43.5,NA,4.016290571162706e-5,-3.6305659057433992e-6,NA,NA,1.4,1,Y,High,N,Tt/Tt,THETE,NA,0.0427,NA,0.0451,48.63325740318907,FC07,Tt,Tt/Tt,6022 A,0,187.11999630377508,263.17907926934447,0.4016290571162706,-0.03630565905743399,5.231750102522691,5.5728347102332565,2.981737435656499,2.9592818543466093,0,NA,NA,NA,NA,-0.03630565905743399
6023,a,Tt,0.02202049367673209,0.028526919277042095,0.026229985035095993,40.7,NA,46.4,0.00749908917032216,0.009812443091747558,0.003120207168362532,2.7,2.5,1.7,1,Y,High,N,Tt/Tt,THETE,NA,0.0198,NA,0.0394,33.44594594594595,FC14,Tt,Tt/Tt,6023 A,0,285.26919277042094,262.2998503509599,98.12443091747558,31.20207168362532,5.653433270511743,5.569488316346397,4.7659689004612265,3.9224186889537465,0,NA,NA,NA,NA,31.20207168362532
6024,b,Tt,0.12167707452960985,0.03097759748923634,0.022097432765042058,20.8,46.3,48.6,0.015788718203993857,0.005280503730484332,7.31780560786488e-6,2,2.8,1.7,1,Y,High,N,Tt/Tt,THETE,NA,0.0189,NA,0.0393,32.47422680412371,FC14,None,Tt/None,6024 B,0,309.7759748923634,220.97432765042058,52.80503730484332,0.0731780560786488,5.7358493745958645,5.398046530292403,4.278407115656774,2.964943201938881,0,NA,NA,NA,NA,0.0731780560786488
6025,a,Tt,0.01962433072348735,0.018668031441723798,0.03831791573269672,10.5,33.3,42.8,0.0026421559113664617,0.003809906623017445,0.0024742894961665707,0.8,1.4,1.1,1,Y,High,N,Tt/Sp,THETE,NA,0.01655,NA,0.042460000000000005,28.04609388239281,FC07,Tt,Tt/Sp,6025 A,0,186.68031441723798,383.1791573269672,38.09906623017445,24.742894961665705,5.229397605337953,5.948502653508289,4.050383790385085,3.7856276584833566,0,NA,NA,NA,NA,24.742894961665705
6026,a,Tt,NA,0.018063464883455005,0.014578819015147904,NA,41,46.4,NA,0.004437561319404981,-1.0946494792402062e-4,NA,2.3,1.9,1,Y,High,N,Tt/Tt,THETE,NA,0.02705,NA,0.09192,22.736824409515002,FC15,Tt,Tt/Sp,6026 A,0,180.63464883455003,145.78819015147903,44.37561319404981,-1.0946494792402062,5.196476476593163,4.982154815961063,4.154122344460283,2.902836754682318,0,NA,NA,NA,NA,-1.0946494792402062
6028,b,Tt,NA,0.011049952629107906,0.0060915248743094175,NA,22.6,45.1,NA,7.116579829188896e-4,-8.466623983431898e-4,NA,0.9,1.6,1,Y,High,N,MIXED/THETE,THETE,0.0105,0.0629,NA,0.0385,62.03155818540434,FC09,None,Sp/None,6028 B,0,110.49952629107906,60.915248743094175,7.116579829188896,-8.466623983431898,4.705011233990058,4.109483533243723,3.27476467513886,2.384515216995081,0,NA,NA,NA,NA,-8.466623983431898
6029,b,Tt,NA,0.008884137351575339,0.010401317393731846,NA,46.9,46.4,NA,1.8249142258303097e-4,-4.707633253426269e-4,NA,1.5,0.8,1,Y,Low,N,Tt/Tt,THETE,NA,0.00153,NA,0.03923,3.7536800785083417,FC08,Tt,Tt/Tt,6029 B,0,88.84137351575339,104.01317393731846,1.8249142258303097,-4.707633253426269,4.486852459462245,4.6445175635933085,3.051419449087941,2.6818971987451077,0,NA,NA,NA,NA,-4.707633253426269
6031,a,Tt,NA,0.006597285283492793,0.005948591647396917,NA,33.5,45,NA,-6.49588744216334e-4,-7.992186696161863e-4,NA,0.7,0.6,1,Y,Low,N,Tt/None,THETE,NA,0.00805,NA,0.017980000000000003,30.925854782942753,FC04,Tt,Tt/None,6031 A,0,65.97285283492793,59.48591647396917,-6.4958874421633395,-7.992186696161863,4.18924333672796,4.085739586617726,2.551360226112248,2.4272984529556103,0,NA,NA,NA,NA,-7.992186696161863
6032,b,Tt,0.004508241460242202,0.005574764331746751,0.007850669224038764,15.1,43.9,50.4,-6.860838065314567e-4,-7.444759618465691e-4,-8.57610957542998e-4,0.7,1,0.6,1,Y,Low,N,Tt/Tt,THETE,NA,0.02386,NA,0.04517,34.564682022309135,FC04,Tt,Tt/Tt,6032 B,0,55.74764331746751,78.50669224038765,-7.444759618465691,-8.57610957542998,4.0208351371143065,4.363183872624569,2.474491265550675,2.374376689965148,0,NA,NA,NA,NA,-8.57610957542998
6033,b,Sp,0.018448189912061874,0.02005301060536402,0.006311421339885381,23.1,32.2,41.9,0.0047805785672452306,0.0015035726104622449,-9.34250939317427e-4,1.1,1.8,0.9,1,Y,Low,N,Sp/Sp,SUIPU,NA,0.00314,NA,0.05809,5.128205128205128,FC01,Sp,Sp/Sp,6033 B,0,200.5301060536402,63.11421339885381,15.035726104622448,-9.34250939317427,5.300964390355507,4.144945996144571,3.5367810343692243,2.3003740746897035,0,NA,NA,NA,NA,-9.34250939317427
6034,a,Tt,NA,0.01450186822817523,0.02051466170688876,NA,35.7,41.8,NA,4.963426125029202e-4,-3.7952611404140635e-4,NA,3.6,1.9,1,Y,High,N,MIXED/THETE,THETE,NA,0.02442,NA,0.040190000000000003,37.79600681009132,FC05,Tt,Tt/Sp,6034 A,0,145.0186822817523,205.1466170688876,4.963426125029202,-3.7952611404140635,4.976862577443416,5.3237249287151265,3.189811510466191,2.7424620944135145,0,NA,NA,NA,NA,-3.7952611404140635
6035,b,Tt,0.00681717950039773,0.005574764331746751,0.00857629803998261,41.6,47.1,48.2,0.008163185990416322,-9.121762463820682e-5,-3.028869856829264e-4,2.2,1.3,0.9,1,Y,Low,N,Tt/Tt,THETE,NA,0.00437,NA,0.02195,16.60334346504559,FC13,Tt,Tt/Tt,6035 B,0,55.74764331746751,85.7629803998261,-0.9121762463820682,-3.028869856829264,4.0208351371143065,4.451587449515107,2.912798791840597,2.790646800404611,0,NA,NA,NA,NA,-3.028869856829264
6036,b,Sp,NA,0.004387294115665963,0.005233919316637747,NA,45.3,42.7,NA,5.1111267600434385e-5,-1.9340272112816637e-4,NA,1.3,0.6,1,Y,Low,N,Sp/Sp,SUIPU,1.6e-4,0,NA,0.04259,0,FC11,None,Sp/None,6036 B,0,43.87294115665963,52.33919316637747,0.5111126760043438,-1.9340272112816637,3.781297755480669,3.95774548174393,2.9872734136174905,2.855688085722947,0,NA,NA,NA,NA,-1.9340272112816637
6038,b,Tt,NA,0.04125154051905788,0.01773369819095838,NA,42.9,48.1,NA,0.004200367160267726,-1.3866067908407942e-4,NA,2.1,1.8,1,Y,High,N,Tt/Tt,THETE,NA,0.0325,NA,0.036699999999999997,46.96531791907515,FC14,Tt,Tt/Tt,6038 B,0,412.5154051905788,177.3369819095838,42.00367160267726,-1.3866067908407942,6.022273550993949,5.178051775139983,4.116172836473764,2.8866881397139643,0,NA,NA,NA,NA,-1.3866067908407942
6041,b,Tt,NA,0.12292754376658754,0.014007181738600716,NA,47.9,36.9,NA,0.044999390699924036,0.0029632900859812294,NA,3,1.2,1,Y,High,N,Tt/Sp,THETE,NA,0.0018,NA,0.0352,4.864864864864864,FC07,None,Sp/None,6041 B,0,1229.2754376658754,140.07181738600715,449.9939069992404,29.632900859812295,7.114180199725183,4.942155272407985,6.151272758525024,3.8908672828081814,0,NA,NA,NA,NA,29.632900859812295
6044,b,Tt,NA,0.007894647031101654,0.00875220645266328,NA,47.6,47,NA,-1.861037787133646e-4,-1.2771227789387662e-4,NA,1,0.7,1,Y,Low,N,Tt/Tt,THETE,NA,0.0018600000000000001,NA,0.02524,6.863468634686347,FC13,None,None/None,6044 B,0,78.94647031101654,87.5220645266328,-1.8610377871336459,-1.2771227789387662,4.368770031798696,4.471890927593723,2.8598773749933937,2.8927744721870288,0,NA,NA,NA,NA,-1.2771227789387662
6045,b,Tt,NA,0.00647634304745992,0.004882076837188887,NA,39.5,46.4,NA,-2.3719639807545656e-4,-0.001321102170759536,NA,0.9,0.6,1,Y,Low,N,Tt/Tt,THETE,NA,0.03315,NA,0.032869999999999996,50.21205695243866,FC03,Tt,Tt/Tt,6045 B,0,64.7634304745992,48.82076837188887,-2.3719639807545656,-13.21102170759536,4.170741099528128,3.888155803716192,2.8301769538492882,1.8098288841929426,0,NA,NA,NA,NA,-13.21102170759536
6048,b,Tt,NA,0.031658930390853435,0.010016529759296011,NA,40.4,41.5,NA,0.0048754552613339275,-1.4231014668225628e-4,NA,2.7,1.5,1,Y,High,N,Tt/None,THETE,NA,0.00354,NA,0.0211,14.366883116883116,FC02,Sp,Sp/Sp,6048 B,0,316.58930390853436,100.16529759296012,48.75455261333927,-1.4231014668225628,5.757605362632795,4.606821797256608,4.220609689657451,2.8846511021200127,0,NA,NA,NA,NA,-1.4231014668225628
6049,a,Tt,0.014282008177049388,0.05637837019392866,0.02185562379867756,10,37.1,44.5,0.0018320127718325363,0.004565280783437431,2.9214541416577866e-5,0.7,2.8,1.7,1,Y,High,N,Tt/None,THETE,0.02036,0.0172,NA,0.08981,16.073264180917672,FC02,Tt,Tt/None,6049 A,0,563.7837019392866,218.55623798677559,45.65280783437431,0.29214541416577866,6.334670670740519,5.387043363509063,4.1739753615270345,2.976170638731176,0,NA,NA,NA,NA,0.29214541416577866
6050,b,Sp,NA,0.02149290813204563,0.009884601881156252,NA,22.5,33.4,NA,2.0438808139339182e-4,-9.926433855231842e-4,NA,1.8,1.4,1,Y,High,N,Sp/Sp,SUIPU,0.02985,0.02736,NA,0.03931,41.037948102594875,FC05,Sp,Sp/Sp,6050 B,0,214.9290813204563,98.84601881156252,2.043880813933918,-9.926433855231842,5.3703081193903,4.593563273758145,3.0617215129409443,2.2400700996655294,0,NA,NA,NA,NA,-9.926433855231842
6052,a,Tt,NA,0.008950102669053717,0.011599636847000827,NA,32.1,46.6,NA,9.233230331580633e-4,-0.0010729331108141893,NA,1.4,1.3,1,Y,High,N,MIXED/THETE,THETE,NA,0.01834,NA,0.038060000000000004,32.51773049645389,FC12,Tt,Tt/Sp,6052 A,0,89.50102669053717,115.99636847000826,9.233230331580632,-10.729331108141892,4.494250096617663,4.75355888432328,3.3517849127363557,2.150725913821873,0,NA,NA,NA,NA,-10.729331108141892
6053,a,Tt,NA,0.0031887998967550235,0.003452691025413346,NA,43.6,43.7,NA,-2.8463959154723106e-4,-6.641867659340495e-4,NA,0.6,0.5,1,Y,Low,N,Tt/Sp,THETE,NA,0.01596,NA,0.046400000000000004,25.593329057087878,FC08,Tt,Tt/Sp,6053 A,0,31.887998967550235,34.526910254133455,-2.8463959154723106,-6.641867659340495,3.4622297310930623,3.5417390273558516,2.801785063148669,2.539912060488963,0,NA,NA,NA,NA,-6.641867659340495
6055,a,Tt,0.001605423556345853,0.0054758095693441255,0.009290922074382202,30.4,44.8,47,-3.1748490580379984e-4,-7.116303660598677e-4,-0.001390443746722314,2.4,2.5,2.3,1,Y,High,N,Tt/Tt,THETE,0.00445,0.01212,NA,0.0451,21.1814051031108,FC09,Tt,Tt/Tt,6055 A,0,54.758095693441255,92.90922074382202,-7.116303660598677,-13.90443746722314,4.002925224312302,4.5316228954027,2.501773597561361,1.68935498167627,0,NA,NA,NA,NA,-13.90443746722314
6056,b,Sp,NA,0.004475255850144633,0.004134403257624486,NA,22.7,46.9,NA,0.0011276884351851257,-5.10907751252343e-4,NA,0.6,0.7,1,Y,Low,N,MIXED/SUIPU,SUIPU,NA,0.01282,NA,0.02185,36.97721372944909,FC10,None,Sp/None,6056 B,0,44.75255850144633,41.34403257624486,11.276884351851258,-5.10907751252343,3.801148616303216,3.721928096091445,3.4209120308069045,2.6540406682776876,0,NA,NA,NA,NA,-5.10907751252343
6057,a,Sp,NA,0.015128464011401555,NA,NA,38.3,NA,NA,3.2846896618499155e-4,NA,NA,1.2,NA,1,Y,Low,N,MIXED/SUIPU,MIXED,NA,0.00259,NA,NA,100,FC01,Sp,Sp/None,6057 A,Sp,151.28464011401553,NA,3.2846896618499155,NA,5.019163096235814,NA,3.118176132766115,NA,0,NA,NA,NA,NA,NA
6057,a,Tt,NA,0.00975267365108734,NA,NA,42.6,NA,NA,3.9415872124748397e-4,NA,NA,1,NA,1,Y,Low,N,MIXED/SUIPU,MIXED,0.00511,0.01115,NA,0.02152,34.12917049280686,FC01,Sp,Sp/None,6057 A,Sp,97.5267365108734,NA,3.9415872124748397,NA,4.580126561036541,NA,3.1468215942399564,NA,0,NA,NA,NA,NA,NA
6063,a,Sp,NA,0.0728840722502695,0.006982099521478657,NA,34.7,43.3,NA,6.569168752761922e-4,-0.001076582646856672,NA,1.7,1.1,1,Y,High,N,Sp/None,SUIPU,0.0031,0.0122,NA,0.06801,15.210073556913104,FC02,Sp,Sp/Sp,6063 A,0,728.8407225026949,69.82099521478658,6.5691687527619225,-10.765826468566718,6.59145522048613,4.245934755582558,3.25384104964174,2.1464688187508947,0,NA,NA,NA,NA,-10.765826468566718
6064,a,Sp,NA,0.011643611320497849,0.006795190122702577,NA,36.8,46,NA,-3.28433348701862e-4,-0.001175120221067083,NA,1.8,1.4,1,Y,High,N,Tt/Sp,SUIPU,0.0124,0.00185,NA,0.04229,4.191209787041233,FC05,Sp,Sp/Sp,6064 A,0,116.43611320497848,67.95190122702577,-3.2843334870186203,-11.75120221067083,4.7573427380813555,4.218800120000071,2.7748418163731676,2.0240902120232,0,NA,NA,NA,NA,-11.75120221067083
6065,b,Tt,NA,0.01165460493276238,0.027109206918453532,NA,35,47.3,NA,1.313991812624815e-4,-0.0010254891665923416,NA,NA,1.8,1,Y,High,N,Tt/Tt,THETE,NA,0.01168,NA,0.12567,8.503822351656352,FC12,None,None/None,6065 B,0,116.5460493276238,271.0920691845353,1.3139918126248151,-10.254891665923417,4.758286468104372,5.6024585018699025,3.0269603346114202,2.204479526347361,0,NA,NA,NA,NA,-10.254891665923417
6066,b,Tt,0.0250540013276197,0.046008696835931895,0.018711999630377507,12.8,46.6,41.6,0.001996232040467727,0.002003530662064268,-6.167432109921434e-4,1,2.9,1.3,1,Y,High,N,Tt/Tt,THETE,NA,0.00971,NA,0.03839,20.187110187110186,FC12,Sp,Tt/Sp,6066 B,0,460.086968359319,187.11999630377508,20.03530662064268,-6.1674321099214335,6.131415533263932,5.231750102522691,3.6726415870258315,2.576649225163042,0,NA,NA,NA,NA,-6.1674321099214335
6067,b,Sp,NA,0.00696011021710885,NA,NA,31.8,NA,NA,-1.605574886830441e-4,NA,NA,0.8,NA,1,Y,Low,N,MIXED/THETE,MIXED,0.00488,0.00213,NA,NA,100,FC03,Sp,Tt/Sp,6067 B,Tt,69.6011021710885,NA,-1.605574886830441,NA,4.24278040300649,NA,2.874403200223149,NA,0,NA,NA,NA,NA,NA
6067,b,Tt,NA,0.004431275002460433,NA,NA,46.2,NA,NA,3.6683487040778395e-6,NA,NA,0.9,NA,1,Y,Low,N,MIXED/THETE,MIXED,NA,0.02345,NA,0.01476,61.37136875163569,FC03,Sp,Tt/Sp,6067 B,Tt,44.31275002460433,NA,0.036683487040778395,NA,3.7912724465806162,NA,2.963059645175923,NA,0,NA,NA,NA,NA,NA
6068,b,Tt,0.001990276635336574,0.008125529876608306,0.0021222255730573014,17.3,40.1,45.6,0.0014086894940240624,0.004211314607858063,-0.0010510359001740799,2.1,2.7,1.9,1,Y,High,N,Tt/None,THETE,0.0053,0.01874,NA,0.036449999999999996,33.95542670773691,FC05,None,None/None,6068 B,0,81.25529876608306,21.222255730573014,42.113146078580634,-10.510359001740799,4.3975960346659635,3.055050429636688,4.117956423754739,2.1758947762883807,0,NA,NA,NA,NA,-10.510359001740799
6069,a,Tt,0.0027599738096735216,0.005816652917456588,0.006069535173978791,36.4,40.5,44.1,2.5912968631119915e-4,6.824627329953259e-4,3.978081495444874e-4,1.6,0.9,0.6,1,Y,Low,N,Tt/None,THETE,NA,0.00352,NA,0.02879,10.89445991952956,FC11,Tt,Tt/None,6069 A,0,58.16652917456588,60.69535173978791,6.824627329953259,3.978081495444874,4.063310089210534,4.105867117535016,3.2636599169626965,3.14838920102767,0,NA,NA,NA,NA,3.978081495444874
6070,a,Tt,NA,0.03135123282365626,0.029406100319721462,NA,40.5,50.7,NA,0.00275163370347431,-2.6274272740728355e-4,NA,2.6,2.1,1,Y,High,N,Tt/Tt,THETE,NA,0.0118,NA,0.0298,28.365384615384613,FC14,Sp,Sp/None,6070 A,0,313.5123282365626,294.06100319721463,27.5163370347431,-2.6274272740728355,5.747838683818328,5.683787239682883,3.8466683789913025,2.814989251881436,0,NA,NA,NA,NA,-2.6274272740728355
6071,a,Tt,0.003331741099555696,0.0032327818493091964,0.004475255850144633,23.1,42.2,46.3,-0.0010619845042910137,-6.641867659340495e-4,-1.0929481584875944e-5,0.8,0.9,0.6,1,Y,Low,N,Tt/Sp,THETE,NA,0.02043,NA,0.01718,54.32065939909598,FC11,Tt,Tt/Sp,6071 A,0,32.32781849309197,44.75255850144633,-6.641867659340495,-0.10929481584875944,3.4759281132185884,3.801148616303216,2.539912060488963,2.9554897371200033,0,NA,NA,NA,NA,-0.10929481584875944
6075,a,Tt,NA,0.0032767637627519886,0.005453819595256926,NA,43.9,49,NA,1.4616718613580382e-5,1.5329586253060024e-4,NA,0.7,0.6,1,Y,Low,N,Tt/Tt,THETE,NA,0.0065,NA,0.017300000000000003,27.310924369747898,FC10,Tt,Tt/Tt,6075 A,0,32.76763762751989,54.538195952569254,0.14616718613580382,1.5329586253060024,3.489441370625422,3.9989012993597215,2.96869970499093,3.0375161538150044,0,NA,NA,NA,NA,1.5329586253060024
6077,b,Sp,NA,0.023471324901410018,0.010104481482540173,NA,34.6,46.8,NA,5.802792235178877e-4,-8.904566495800958e-4,NA,1.1,0.9,1,Y,Low,N,Sp/Sp,SUIPU,0.00817,0.00748,NA,0.025800000000000003,NA,FC03,Sp,Sp/Sp,6077 B,0,234.71324901410017,101.04481482540173,5.802792235178877,-8.904566495800958,5.458364552112006,4.615564129573172,3.223792353721174,2.343329369870514,0,NA,NA,NA,NA,-8.904566495800958
6078,a,Tt,NA,0.007300943336191468,0.00793862479905938,NA,48.3,45.8,NA,8.395633882973819e-5,-0.0018320423635135863,NA,1.2,0.6,1,Y,Low,N,Tt/Sp,THETE,NA,0.01268,NA,0.021589999999999998,37.000291800408526,FC04,Tt,Tt/Sp,6078 A,0,73.00943336191467,79.3862479905938,0.8395633882973819,-18.320423635135864,4.290588656935489,4.3743251541414825,3.003699799524054,0,0,NA,NA,NA,NA,-18.320423635135864
6080,a,Tt,NA,0.005036008229930999,0.006322416137499953,NA,38.8,47.3,NA,-2.9193854839937305e-4,-0.0012371624974163442,NA,0.9,0.6,1,Y,Low,N,Tt/Tt,THETE,NA,0.01527,NA,0.034100000000000005,30.929714401458376,FC06,Tt,Tt/Tt,6080 A,0,50.360082299309994,63.22416137499953,-2.9193854839937305,-12.371624974163442,3.919198843394628,4.1466865283320296,2.7973446347255826,1.9385687900992914,0,NA,NA,NA,NA,-12.371624974163442
6085,b,Sp,NA,0.008158513052264782,0.004167389095047991,NA,45.7,44.4,NA,3.3576783213629113e-4,-0.0015948194794525028,NA,NA,1.2,1,Y,Low,N,Tt/Sp,SUIPU,0.0033,0.0015,NA,0.02194,6.399317406143344,FC06,Sp,Tt/Sp,6085 B,0,81.58513052264782,41.67389095047991,3.3576783213629113,-15.948194794525028,4.4016470213780945,3.729874816416647,3.1213997873724537,1.2155739027867203,0,NA,NA,NA,NA,-15.948194794525028
6087,b,Tt,NA,0.0020892383716284435,0.0026940002355033688,NA,38.5,45.4,NA,-2.2989744924395428e-4,-6.933828222026595e-4,NA,2,2.7,1,Y,High,N,Tt/Tt,THETE,0.0075,0.0235,NA,0.0538,30.40103492884864,FC09,Tt,Tt/Tt,6087 B,0,20.892383716284435,26.940002355033688,-2.2989744924395428,-6.9338282220265945,3.0393846770665225,3.2936122583999454,2.834474263039897,2.5166148728209343,0,NA,NA,NA,NA,-6.9338282220265945
6088,a,Tt,NA,0.004519236658719228,0.0054758095693441255,NA,42.7,45.7,NA,1.5329586253060024e-4,-5.875471996402148e-4,NA,0.9,0.7,1,Y,Low,N,Tt/Tt,THETE,NA,0.01057,NA,0.01399,43.037459283387626,FC01,None,None/None,6088 A,0,45.19236658719228,54.758095693441255,1.5329586253060024,-5.8754719964021485,3.810928191761885,4.002925224312302,3.0375161538150044,2.5986036927440144,0,NA,NA,NA,NA,-5.8754719964021485
6090,a,Tt,0.017052173391278735,0.010445292932755423,0.033494086828425695,35.1,27.5,47,0.003977768537451187,-7.444759618465691e-4,-0.0011641715920852058,2.6,1.6,1.8,1,Y,High,N,Tt/None,THETE,NA,0.03334,NA,0.04592,42.064092858945244,FC12,Tt,Tt/None,6090 A,0,104.45292932755423,334.94086828425696,-7.444759618465691,-11.641715920852057,4.648736532870723,5.813954003660579,2.474491265550675,2.038451266631911,0,NA,NA,NA,NA,-11.641715920852057
